==06:01:42==,,,
編號,站名,往南港展覽館,往動物園
BR01,動物園,----,----
BR02,木柵,----,----
BR03,萬芳社區,1111,----
BR04,萬芳醫院,1111,----
BR05,辛亥,----,----
BR06,麟光,----,----
BR07,六張犁,----,----
BR08,科技大樓,----,----
BR09,大安,1111,----
BR10,大安森林公園,----,----
BR11,忠孝復興,----,----
BR12,南京復興,----,----
BR13,中山國中,----,----
BR14,松山機場,----,----
BR15,大直,----,----
BR16,劍南路,----,----
BR17,西湖,----,----
BR18,港墘,----,----
BR19,文德,----,----
BR20,內湖,----,----
BR21,大湖公園,----,----
BR22,葫洲,----,----
BR23,東湖,----,----
BR24,南港展覽館,----,----
==07:07:46==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,1111,2112
BR06,麟光,1111,2212
BR07,六張犁,1111,2223
BR08,科技大樓,1111,3223
BR09,大安,1111,2223
BR10,大安森林公園,1111,2133
BR11,忠孝復興,2111,3233
BR12,南京復興,2112,2223
BR13,中山國中,2111,2332
BR14,松山機場,1112,2332
BR15,大直,1111,2232
BR16,劍南路,1111,1222
BR17,西湖,1111,----
BR18,港墘,1111,----
BR19,文德,1111,1121
BR20,內湖,1111,1121
BR21,大湖公園,1111,----
BR22,葫洲,1111,1111
BR23,東湖,1111,1111
BR24,南港展覽館,1111,----
==09:00:20==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,----
BR03,萬芳社區,----,----
BR04,萬芳醫院,1111,1111
BR05,辛亥,----,----
BR06,麟光,----,2111
BR07,六張犁,----,1222
BR08,科技大樓,3322,----
BR09,大安,2212,1123
BR10,大安森林公園,----,3223
BR11,忠孝復興,3133,3213
BR12,南京復興,----,3322
BR13,中山國中,----,----
BR14,松山機場,2222,2233
BR15,大直,2111,3333
BR16,劍南路,----,3212
BR17,西湖,2322,1111
BR18,港墘,3323,----
BR19,文德,----,1111
BR20,內湖,2222,1121
BR21,大湖公園,2211,1111
BR22,葫洲,----,1111
BR23,東湖,3321,1121
BR24,南港展覽館,----,1111
==10:04:50==,,,
BR01,動物園,1111,----
BR02,木柵,1111,1111
BR03,萬芳社區,----,1111
BR04,萬芳醫院,1122,1112
BR05,辛亥,3211,2112
BR06,麟光,----,1112
BR07,六張犁,2222,2211
BR08,科技大樓,3222,----
BR09,大安,3112,----
BR10,大安森林公園,----,----
BR11,忠孝復興,----,3323
BR12,南京復興,2222,2334
BR13,中山國中,2122,3433
BR14,松山機場,2222,----
BR15,大直,2121,----
BR16,劍南路,2111,1121
BR17,西湖,2212,1111
BR18,港墘,2211,1111
BR19,文德,2211,1111
BR20,內湖,1111,1111
BR21,大湖公園,1111,1111
BR22,葫洲,1111,1111
BR23,東湖,----,1111
BR24,南港展覽館,----,1111
==11:02:08==,,,
BR01,動物園,1111,----
BR02,木柵,----,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,----,2111
BR06,麟光,2211,2212
BR07,六張犁,----,2222
BR08,科技大樓,----,3233
BR09,大安,2121,3223
BR10,大安森林公園,2222,2222
BR11,忠孝復興,1222,2122
BR12,南京復興,----,3222
BR13,中山國中,2121,2122
BR14,松山機場,----,2111
BR15,大直,----,2112
BR16,劍南路,----,2112
BR17,西湖,1211,1111
BR18,港墘,1211,----
BR19,文德,1111,2211
BR20,內湖,1111,----
BR21,大湖公園,1111,1112
BR22,葫洲,1111,----
BR23,東湖,----,----
BR24,南港展覽館,1111,1111
==12:03:18==,,,
BR01,動物園,1111,----
BR02,木柵,----,----
BR03,萬芳社區,----,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,1111,1111
BR06,麟光,1111,2112
BR07,六張犁,----,1111
BR08,科技大樓,1211,----
BR09,大安,2222,----
BR10,大安森林公園,2112,3222
BR11,忠孝復興,2122,----
BR12,南京復興,----,2122
BR13,中山國中,2232,----
BR14,松山機場,2222,----
BR15,大直,2122,2212
BR16,劍南路,2212,----
BR17,西湖,2211,----
BR18,港墘,1111,----
BR19,文德,1111,1111
BR20,內湖,1111,1111
BR21,大湖公園,1111,----
BR22,葫洲,1111,----
BR23,東湖,1211,----
BR24,南港展覽館,1111,1111
==13:13:13==,,,
BR01,動物園,1111,----
BR02,木柵,1111,----
BR03,萬芳社區,1111,----
BR04,萬芳醫院,----,----
BR05,辛亥,1211,1111
BR06,麟光,1211,----
BR07,六張犁,----,----
BR08,科技大樓,----,2212
BR09,大安,----,2222
BR10,大安森林公園,----,3222
BR11,忠孝復興,----,3332
BR12,南京復興,----,3332
BR13,中山國中,1111,2211
BR14,松山機場,2122,3311
BR15,大直,----,1221
BR16,劍南路,----,1221
BR17,西湖,1111,2111
BR18,港墘,1111,2111
BR19,文德,1111,1111
BR20,內湖,----,1111
BR21,大湖公園,1111,1121
BR22,葫洲,1111,1122
BR23,東湖,----,----
BR24,南港展覽館,----,1111
==14:10:06==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,----
BR05,辛亥,1111,1112
BR06,麟光,1111,1111
BR07,六張犁,2211,1122
BR08,科技大樓,2211,----
BR09,大安,1111,2324
BR10,大安森林公園,2122,3323
BR11,忠孝復興,2123,----
BR12,南京復興,2123,2122
BR13,中山國中,1222,2222
BR14,松山機場,2212,1111
BR15,大直,1111,1122
BR16,劍南路,1111,1111
BR17,西湖,1111,2111
BR18,港墘,----,1111
BR19,文德,----,----
BR20,內湖,1111,----
BR21,大湖公園,1111,1121
BR22,葫洲,1111,1121
BR23,東湖,----,1131
BR24,南港展覽館,1111,----
==15:09:33==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,1111,1111
BR06,麟光,1111,1111
BR07,六張犁,1211,1111
BR08,科技大樓,2221,----
BR09,大安,----,3222
BR10,大安森林公園,2121,2222
BR11,忠孝復興,2223,3333
BR12,南京復興,3232,3333
BR13,中山國中,3232,1222
BR14,松山機場,2221,1111
BR15,大直,----,1111
BR16,劍南路,2212,1111
BR17,西湖,2211,1111
BR18,港墘,2111,1111
BR19,文德,2111,1111
BR20,內湖,1211,1121
BR21,大湖公園,1111,1121
BR22,葫洲,1111,----
BR23,東湖,----,1111
BR24,南港展覽館,1211,1111
==20:00:24==,,,
BR01,動物園,1111,----
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,----,1111
BR06,麟光,1121,1111
BR07,六張犁,1131,1111
BR08,科技大樓,2221,2123
BR09,大安,1121,2123
BR10,大安森林公園,1121,2222
BR11,忠孝復興,3323,3332
BR12,南京復興,3234,2222
BR13,中山國中,----,2222
BR14,松山機場,3223,2222
BR15,大直,3222,2232
BR16,劍南路,2222,2232
BR17,西湖,1111,----
BR18,港墘,1111,1122
BR19,文德,----,2121
BR20,內湖,----,1111
BR21,大湖公園,1111,1111
BR22,葫洲,1111,1111
BR23,東湖,----,1111
BR24,南港展覽館,1211,1111
==21:02:38==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,----,----
BR05,辛亥,2311,1111
BR06,麟光,----,----
BR07,六張犁,2222,1111
BR08,科技大樓,2322,1111
BR09,大安,2223,1112
BR10,大安森林公園,2232,2122
BR11,忠孝復興,3222,2122
BR12,南京復興,----,2212
BR13,中山國中,2223,2222
BR14,松山機場,2222,2121
BR15,大直,2121,1111
BR16,劍南路,----,1121
BR17,西湖,1111,1221
BR18,港墘,1111,2122
BR19,文德,1111,1121
BR20,內湖,1111,----
BR21,大湖公園,1111,----
BR22,葫洲,----,1111
BR23,東湖,----,1111
BR24,南港展覽館,----,1111
==23:08:12==,,,
BR01,動物園,----,----
BR02,木柵,1111,1111
BR03,萬芳社區,1111,----
BR04,萬芳醫院,----,----
BR05,辛亥,1111,----
BR06,麟光,1111,1111
BR07,六張犁,----,1111
BR08,科技大樓,2211,1111
BR09,大安,2212,----
BR10,大安森林公園,----,----
BR11,忠孝復興,2112,2122
BR12,南京復興,1112,2122
BR13,中山國中,----,----
BR14,松山機場,----,1121
BR15,大直,----,----
BR16,劍南路,1111,2122
BR17,西湖,1111,1111
BR18,港墘,----,----
BR19,文德,1111,1111
BR20,內湖,1111,1111
BR21,大湖公園,----,1111
BR22,葫洲,----,1111
BR23,東湖,----,1111
BR24,南港展覽館,----,1111
